id	chr	start	end	logFC	AveExpr	t	P.Value	adj.P.Val	B
chr18_61974454_61974854	chr18	61974454	61974854	0.947625981724108	4.15550876211361	3.55704916561886	0.000375230167508867	0.345094628127814	-0.290286739526476
chr5_115862021_115862421	chr5	115862021	115862421	-1.06738096593677	4.02518926958433	-3.54732108088191	0.000389361215053081	0.345094628127814	-0.472585513942935
chr2_69803331_69803731	chr2	69803331	69803731	1.07005359258018	4.05404899097038	3.54487113346837	0.000392997596324313	0.345094628127814	-0.483883941769496
chr14_98316132_98316532	chr14	98316132	98316532	1.05237061976715	4.04043135029265	3.5231163997517	0.000426708285226561	0.345094628127814	-0.528539067018047
chr3_90601916_90602316	chr3	90601916	90602316	0.947239982973952	4.19947588367222	3.51796427231452	0.000435078063816151	0.345094628127814	-0.414214721038933
chr11_84974024_84974424	chr11	84974024	84974424	-1.13020513744607	4.00868407660771	-3.50709696531381	0.000453237363800765	0.345094628127814	-0.683596206380114
chr10_116113776_116114176	chr10	116113776	116114176	0.935910878223605	4.1975439490068	3.50508913491669	0.000456668918572935	0.345094628127814	-0.441853161213138
chrX_25347582_25347982	chrX	25347582	25347982	0.944291343148124	4.16977308436238	3.49629740435318	0.000471982190312261	0.345094628127814	-0.479041687549065
chr6_87401413_87401813	chr6	87401413	87401813	-1.03541354734437	4.01382003829367	-3.49606625131394	0.000472391197689074	0.345094628127814	-0.590739268329147
chr2_144807851_144808251	chr2	144807851	144808251	-0.988074099845807	4.11480042691764	-3.49483176977912	0.000474581120808374	0.345094628127814	-0.535377974841901
chr7_102239675_102240075	chr7	102239675	102240075	1.08540116768855	4.12073606783833	3.48501115822314	0.000492342859332319	0.347161393751628	-0.690334622130991
chr3_89761008_89761408	chr3	89761008	89761408	0.973522472918355	4.13428007767133	3.47523938057559	0.000510629975679526	0.349466144237849	-0.578848726539977
chr2_26571896_26572296	chr2	26571896	26572296	1.01430082867035	4.08187775927277	3.46121982696534	0.000537974608440207	0.357660890394148	-0.671654398046402
chr8_12580285_12580685	chr8	12580285	12580685	1.20245500401436	3.98491826900976	3.44629256902389	0.00056858543473427	0.367511513356437	-0.96823918577698
chr13_97985165_97985565	chr13	97985165	97985565	-1.07856326187301	4.02279761780687	-3.41694448935417	0.000633552553434493	0.382333348464605	-0.887556796772955
chr2_156051942_156052342	chr2	156051942	156052342	-0.946231893462989	4.11738119178908	-3.41563922693044	0.00063659646754115	0.382333348464605	-0.73058909180615
chr9_65256447_65256847	chr9	65256447	65256847	1.00651273600004	4.05092648230274	3.4138421011626	0.000640809686283019	0.382333348464605	-0.806407656561575
chr6_87457461_87457861	chr6	87457461	87457861	1.8835268196811	3.86656759501461	3.39777833923127	0.000679638730546748	0.395362840527307	-2.05082199046519
chr8_118091015_118091415	chr8	118091015	118091415	0.819447146312613	4.37184004055393	3.37822676665421	0.000729847784961633	0.410271204167298	-0.718658208278495
chrX_115016858_115017258	chrX	115016858	115017258	1.64549161074992	3.62657273394216	3.36293152771508	0.000771505539497875	0.410271204167298	-1.8252991921037
chr9_110849474_110849874	chr9	110849474	110849874	1.08434220839122	4.05028755586795	3.35554625399714	0.000792400562814576	0.410271204167298	-1.07642829360399
chr2_93663876_93664276	chr2	93663876	93664276	-0.932033529340858	4.13648283255526	-3.35259761851179	0.000800888853663723	0.410271204167298	-0.904927357685357
chr2_158804137_158804537	chr2	158804137	158804537	0.970179923034221	4.13283564978606	3.3517072735618	0.000803468445096483	0.410271204167298	-0.949720119954164
chr12_114940666_114941066	chr12	114940666	114941066	-0.961738146997054	4.07719191921324	-3.34726587866296	0.000816452028631496	0.410271204167298	-0.953365974506087
chr6_85932861_85933261	chr6	85932861	85933261	-1.03306247015203	3.98699466686348	-3.34313972482488	0.000828688237391509	0.410271204167298	-1.04889578319291
chr3_89878445_89878845	chr3	89878445	89878845	-0.846742803140919	4.24682205250211	-3.33140387523379	0.000864427483437879	0.419049231502417	-0.883630002051287
chr7_128008749_128009149	chr7	128008749	128009149	-0.83301063229327	4.33884373296702	-3.32072639740112	0.000898180179652766	0.426525604088576	-0.90331651394969
chr9_118644450_118644850	chr9	118644450	118644850	-0.918635686973924	4.09086276054418	-3.31067810448405	0.000931055784519971	0.432781995754007	-1.01479937012406
chr8_19402726_19403126	chr8	19402726	19403126	0.991585028329343	4.06238713781568	3.29802501289606	0.000974039481453684	0.432781995754007	-1.13134677953135
chr4_124310657_124311057	chr4	124310657	124311057	-0.888392029482638	4.13607492632007	-3.29603283322195	0.000980972195258241	0.432781995754007	-1.02733710370742
chr11_62030604_62031004	chr11	62030604	62031004	-0.959086265186536	4.08472761994478	-3.29466710533146	0.000985751247366126	0.432781995754007	-1.10470040858218
chr10_77938100_77938500	chr10	77938100	77938500	0.888032412785347	4.22859414237815	3.28265859297485	0.00102870999754809	0.443278758017527	-1.06608328511116
chr7_98057110_98057510	chr7	98057110	98057510	0.779824691987561	4.42265768721356	3.24985308107679	0.00115505622410405	0.486351036214991	-1.06979086300808
chr6_57092148_57092548	chr6	57092148	57092548	-1.12241650947347	4.07595580678194	-3.24608082309643	0.00117046963892043	0.486351036214991	-1.43587615248289
chr1_13820234_13820634	chr1	13820234	13820634	-1.04862850081684	3.96810106783399	-3.23323783877174	0.00122438240831303	0.497841492696347	-1.38194591297643
chr5_134044681_134045081	chr5	134044681	134045081	-1.07755862428537	3.9396719446752	-3.22940451451062	0.00124091308506546	0.497841492696347	-1.42710188671379
GL456212.1_94263_94663	GL456212.1	94263	94663	-0.660346963228417	4.65722277812559	-3.21087278221319	0.00132377424399139	0.51654394015327	-1.11955437392118
chr7_11573901_11574301	chr7	11573901	11574301	0.855364936098965	4.24911888144354	3.2091074751546	0.0013319281623274	0.51654394015327	-1.24762200037758
chr13_23410760_23411160	chr13	23410760	23411160	1.56879970354593	3.72814050471368	3.20406502680063	0.00135547505453737	0.517058181049674	-2.1203041639846
chr9_79115227_79115627	chr9	79115227	79115627	1.14563942736598	3.87888204985965	3.18485554562404	0.00144873990514478	0.526847406601908	-1.63167507842638
chr16_38609015_38609415	chr16	38609015	38609415	1.07410090975344	3.99917528097611	3.18259217288296	0.00146011006013411	0.526847406601908	-1.55163609256615
chr7_3240690_3241090	chr7	3240690	3241090	1.01932598727768	4.01528788948065	3.17779181880641	0.00148449753058318	0.526847406601908	-1.50171243977384
chr7_133794683_133795083	chr7	133794683	133795083	0.886224018941228	4.0738039315455	3.17733936031177	0.00148681542711687	0.526847406601908	-1.36520872281036
chr1_59503517_59503917	chr1	59503517	59503917	-0.8223398198486	4.31038890198151	-3.17587391722693	0.00149434564595496	0.526847406601908	-1.31388252249398
chr2_148757205_148757605	chr2	148757205	148757605	1.05184695015153	3.96827157437988	3.16677633916056	0.0015418854246688	0.533642569663958	-1.56873109633781
chr6_137155015_137155415	chr6	137155015	137155415	-0.953282602308728	4.05284997685724	-3.15881781842767	0.00158461111904891	0.533642569663958	-1.48257527029311
chr1_163624128_163624528	chr1	163624128	163624528	0.775271706065023	4.36504811601713	3.15871365146179	0.00158517750152525	0.533642569663958	-1.32726439903249
chr4_63095232_63095632	chr4	63095232	63095632	-0.971008328492254	4.0306641242182	-3.15101544237424	0.0016275541941531	0.533642569663958	-1.52245096405191
chr4_114496292_114496692	chr4	114496292	114496692	-0.973046983976193	3.94109764551794	-3.15088385544167	0.00162828752615673	0.533642569663958	-1.52495957741474
chr15_88218180_88218580	chr15	88218180	88218580	-0.925251120710941	4.00498407402164	-3.1460947366198	0.00165518505562378	0.534923625823746	-1.48926098272085
chr16_13453587_13453987	chr16	13453587	13453987	0.813299969629066	4.20441456353042	3.13712442026097	0.0017066687505486	0.544006508993361	-1.41512021307908
chr9_46909573_46909973	chr9	46909573	46909973	-0.869142078066669	4.12546626669507	-3.13155803978662	0.00173935245491235	0.546932328018317	-1.47671224349447
chr6_52652187_52652587	chr6	52652187	52652587	-1.4046611588626	3.59654166840115	-3.12238052452623	0.00179449846259658	0.556749129682131	-2.11454668817391
chr18_83430444_83430844	chr18	83430444	83430844	-1.03981950044109	3.90364414598257	-3.11770856931747	0.00182318448782437	0.558206313778753	-1.68704795112506
chr1_76588659_76589059	chr1	76588659	76589059	1.13190738499204	3.86777924045398	3.11261093956351	0.00185496448241532	0.560560630406779	-1.80634386818762
chr4_120145707_120146107	chr4	120145707	120146107	0.859601976050765	4.22513490083969	3.10615965957173	0.00189591299469483	0.561831369990728	-1.53795958354546
chr2_34116313_34116713	chr2	34116313	34116713	0.763048016660463	4.34923570001596	3.09942004891767	0.00193957701811425	0.561831369990728	-1.48395320869107
chr2_37295914_37296314	chr2	37295914	37296314	-0.927940914394562	4.14490816228696	-3.09433705354987	0.00197311700470693	0.561831369990728	-1.63250220043224
chr5_36268584_36268984	chr5	36268584	36268984	-0.858850202576447	4.14065259618844	-3.09238760308173	0.00198612103577526	0.561831369990728	-1.57474613715412
chr10_99127829_99128229	chr10	99127829	99128229	0.805533789235635	4.27765011225128	3.08776352527837	0.00201728168019899	0.561831369990728	-1.54494017676513
chr7_36308222_36308622	chr7	36308222	36308622	-0.815775600640215	4.1897245854533	-3.07344915100486	0.00211660904837935	0.561831369990728	-1.59139222476739
chr11_88413964_88414364	chr11	88413964	88414364	0.852093938469459	4.11094888070555	3.06575754377263	0.00217181480563239	0.561831369990728	-1.64087029189977
chr6_89095547_89095947	chr6	89095547	89095947	0.791452438034524	4.2463554852781	3.06252709223786	0.00219539221591482	0.561831369990728	-1.60324127713359
chr19_15614836_15615236	chr19	15614836	15615236	0.816877962859591	4.21898760110569	3.0610697712284	0.00220610505211605	0.561831369990728	-1.62558778839324
chr19_40686333_40686733	chr19	40686333	40686733	-1.04466167932382	3.91703931324285	-3.05926695378559	0.00221942393890618	0.561831369990728	-1.84593492375504
chr2_172794302_172794702	chr2	172794302	172794702	0.842370587891513	4.14937349023129	3.05703327230641	0.00223602817264682	0.561831369990728	-1.65629556814334
chr6_85703154_85703554	chr6	85703154	85703554	1.1554167140226	3.8625132311448	3.05665520765551	0.00223884978136739	0.561831369990728	-1.97747725860698
chr4_83625315_83625715	chr4	83625315	83625715	-0.911879728400013	4.03349818190662	-3.05404586277263	0.00225841323576787	0.561831369990728	-1.72470181183454
chr10_39280645_39281045	chr10	39280645	39281045	0.801193932313704	4.23944543477553	3.04432875758286	0.00233265243005499	0.561831369990728	-1.65896964336236
chr8_92723892_92724292	chr8	92723892	92724292	0.884599923141574	4.06485465093497	3.04341600623283	0.00233973949296882	0.561831369990728	-1.72815536234886
chr9_49415969_49416369	chr9	49415969	49416369	1.00382941625871	4.03171919954075	3.04280201290003	0.00234451793481726	0.561831369990728	-1.84510333960052
chr6_16253409_16253809	chr6	16253409	16253809	0.832040352988877	4.18265063347682	3.03791367545283	0.00238288170893054	0.561831369990728	-1.69908700114222
chr4_92190916_92191316	chr4	92190916	92191316	0.877306756858754	4.08144428599633	3.03786562143483	0.00238326167403288	0.561831369990728	-1.73646291508981
chr1_171256355_171256755	chr1	171256355	171256755	1.14311149114987	3.82988160843198	3.03760528774401	0.00238532110766199	0.561831369990728	-2.0113196697238
GL456393.1_41400_41800	GL456393.1	41400	41800	-0.501862319764068	5.39187009505564	-3.03698888398167	0.00239020381828847	0.561831369990728	-1.61316906660262
chr13_56588811_56589211	chr13	56588811	56589211	-0.80703772934695	4.1554066981831	-3.03635082768276	0.00239526768095648	0.561831369990728	-1.68445514009301
chr7_30927356_30927756	chr7	30927356	30927756	-1.01230450927965	3.87426732628437	-3.03073990786629	0.00244022285799156	0.561831369990728	-1.8851093990358
chr17_91764947_91765347	chr17	91764947	91765347	0.827713546575871	4.19561580851007	3.02892103102475	0.00245496075556751	0.561831369990728	-1.71959757438257
chr7_27452427_27452827	chr7	27452427	27452827	-0.953370434727286	4.0452985273784	-3.02014479703506	0.00252722364489253	0.561831369990728	-1.85294979298207
chr19_5081949_5082349	chr19	5081949	5082349	0.911949129562999	4.05848874069075	3.01869954601736	0.00253930863394461	0.561831369990728	-1.81758965688945
chr15_98378314_98378714	chr15	98378314	98378714	-0.849372881441277	4.11263861360184	-3.01421339553597	0.0025771586603206	0.561831369990728	-1.77539567791349
chr2_159057433_159057833	chr2	159057433	159057833	-0.901201403161562	4.02714593086451	-3.01252364385113	0.002591548488011	0.561831369990728	-1.82394992346136
chr9_73137435_73137835	chr9	73137435	73137835	-0.908673509026369	4.04840502145948	-3.01152599625086	0.00260007885148001	0.561831369990728	-1.83327520311744
chr14_26357363_26357763	chr14	26357363	26357763	0.746500947615445	4.28288500539756	3.01000625544488	0.00261312271087915	0.561831369990728	-1.7152842612614
chr8_40883524_40883924	chr8	40883524	40883924	-1.32801231135264	3.60822633084186	-3.00998870898655	0.00261327365998623	0.561831369990728	-2.29249372188614
chr1_84862205_84862605	chr1	84862205	84862605	-0.966262746716257	3.96304658738297	-3.0034309409589	0.00267025050205089	0.561831369990728	-1.90862218278683
chr7_109387477_109387877	chr7	109387477	109387877	0.86562492017828	4.08125693562296	3.00249887169745	0.00267844025911204	0.561831369990728	-1.81932313082826
chr2_27631496_27631896	chr2	27631496	27631896	-0.720435523394653	4.35584423689222	-2.99827487593191	0.00271584349945281	0.561831369990728	-1.73259223849433
chr11_101941269_101941669	chr11	101941269	101941669	-0.726823052735408	4.33052622737587	-2.99781214963665	0.00271996978659533	0.561831369990728	-1.7369907845781
chr8_87996869_87997269	chr8	87996869	87997269	0.670465656575381	4.47428046937821	2.99660768167252	0.00273073731004853	0.561831369990728	-1.71657399241273
chr8_107822288_107822688	chr8	107822288	107822688	0.883240296230393	4.02408434673084	2.99607001200932	0.00273555644981462	0.561831369990728	-1.85091933647657
chr8_15269419_15269819	chr8	15269419	15269819	0.873261944343964	4.01743717014607	2.99180903747912	0.00277402326281131	0.561831369990728	-1.85347331258574
chr1_24133831_24134231	chr1	24133831	24134231	-1.18741262099115	3.70627121822482	-2.99061474162119	0.00278489331116846	0.561831369990728	-2.17766789725688
chr17_23885769_23886169	chr17	23885769	23886169	0.951970284706996	3.95770753596541	2.98658830707367	0.00282182775683781	0.561831369990728	-1.93786073756108
chr15_22114322_22114722	chr15	22114322	22114722	-1.16657161115234	3.64609029982157	-2.9856278167073	0.00283070414902609	0.561831369990728	-2.16637071578273
chr13_97943990_97944390	chr13	97943990	97944390	-0.816053175714212	4.11056011995788	-2.98157292622358	0.0028684592185295	0.561831369990728	-1.83508582145779
chr2_122795904_122796304	chr2	122795904	122796304	1.34142334660269	3.68139928867298	2.97624582992295	0.00291875846731084	0.561831369990728	-2.38646246666683
chr13_9011600_9012000	chr13	9011600	9012000	0.274505606605805	8.76937111380551	2.97609242723695	0.00292021877062876	0.561831369990728	-2.09437948778749
JH584304.1_34030_34430	JH584304.1	34030	34430	0.213024842854871	9.96149203333072	2.97465964712308	0.0029338902281015	0.561831369990728	-2.29985945134174
chr9_70298227_70298627	chr9	70298227	70298627	0.925779442772367	3.99220631350523	2.97342716604246	0.00294569715668352	0.561831369990728	-1.94689870206946
chr18_12782884_12783284	chr18	12782884	12783284	0.939940379498254	3.89679002375153	2.96515970411522	0.00302602535535981	0.567170012343405	-1.9809721176744
chr11_83919962_83920362	chr11	83919962	83920362	0.756108493969697	4.26678737073978	2.95759026779253	0.00310131833797862	0.567170012343405	-1.85805616902782
chr7_40468852_40469252	chr7	40468852	40469252	1.04998166349404	3.93985068943501	2.95565597173921	0.00312083081397446	0.567170012343405	-2.11365287852615
chr7_25463707_25464107	chr7	25463707	25464107	-0.87974668775793	4.01074990740913	-2.95382519813358	0.00313940202875055	0.567170012343405	-1.95640832828579
chr7_21111922_21112322	chr7	21111922	21112322	1.01194455228734	3.94833439604069	2.9503871934036	0.0031745493357154	0.567170012343405	-2.08782812202578
chr11_3790918_3791318	chr11	3790918	3791318	1.03784778145471	3.85167894340485	2.94989775875522	0.00317958196900105	0.567170012343405	-2.11533093298759
chr11_57883017_57883417	chr11	57883017	57883417	0.751153389328248	4.25880346212353	2.94742384874735	0.00320513150521775	0.567170012343405	-1.88149398810967
chr9_118484130_118484530	chr9	118484130	118484530	-0.765053954720303	4.21920674685931	-2.94679242189963	0.00321168252649904	0.567170012343405	-1.89118099812391
chr10_7163100_7163500	chr10	7163100	7163500	-0.698980448989517	4.32530778380505	-2.94634692820459	0.00321631183968412	0.567170012343405	-1.85879326955891
chr18_74968718_74969118	chr18	74968718	74969118	-0.932135929062998	3.95429079394891	-2.94392697550648	0.00324156498584338	0.567170012343405	-2.02731221340256
chr7_73099143_73099543	chr7	73099143	73099543	0.850704210198991	4.03566049133367	2.94390384834014	0.00324180719591185	0.567170012343405	-1.95810188619968
GL456212.1_123857_124257	GL456212.1	123857	124257	-0.558234086301964	4.8581615195442	-2.94137024181378	0.00326844164775222	0.567562452996614	-1.85060028309285
chr14_25058741_25059141	chr14	25058741	25059141	0.96764396711995	3.99844733316596	2.93824786072467	0.00330153974449939	0.568465164903283	-2.07461902357402
chr2_63484763_63485163	chr2	63484763	63485163	1.07740556603759	3.73343501235013	2.93597821540101	0.00332578991109291	0.568465164903283	-2.19040114531777
chr4_114564319_114564719	chr4	114564319	114564719	0.835921841436805	4.1839095585993	2.93379604307221	0.00334925832391893	0.568465164903283	-1.97243429494982
chr10_119482921_119483321	chr10	119482921	119483321	-0.979448253482759	3.99604875052852	-2.93175358231299	0.00337136072700387	0.568465164903283	-2.10203348182132
chr2_135703340_135703740	chr2	135703340	135703740	0.897040310191372	4.07253044520552	2.92873805559804	0.00340423598165438	0.56987889969148	-2.03440763322023
chr8_72707435_72707835	chr8	72707435	72707835	-0.800787057892737	4.10275853948115	-2.92590507102433	0.00343538678301978	0.570184219403808	-1.9673672570215
chr11_41089400_41089800	chr11	41089400	41089800	0.47213763325715	5.49796884889499	2.9241272180758	0.0034550678987467	0.570184219403808	-1.92901770691115
chr9_102371931_102372331	chr9	102371931	102372331	-1.17543437985509	3.76270442544805	-2.92004364154017	0.00350066289609002	0.570679825610293	-2.33298284637558
chr12_52361774_52362174	chr12	52361774	52362174	-0.893312882446603	4.00079328139259	-2.91946909631908	0.00350712170966831	0.570679825610293	-2.05443906950707
chr4_155970292_155970692	chr4	155970292	155970692	0.777630401786536	4.18788570101858	2.90978526786633	0.00361762775539211	0.576633978775803	-1.99322275694031
chr7_135932731_135933131	chr7	135932731	135933131	-1.16717594287947	3.83642577508243	-2.90915366788298	0.00362494404293829	0.576633978775803	-2.34964132525557
chr11_19778649_19779049	chr11	19778649	19779049	0.880303285607703	4.0508897705332	2.90826502288402	0.00363526065910411	0.576633978775803	-2.07155058683065
chr17_28420649_28421049	chr17	28420649	28421049	-1.03186230658268	3.85809950721509	-2.90299949014974	0.00369693998792717	0.576633978775803	-2.22370405785963
chr18_69218616_69219016	chr18	69218616	69219016	-0.929158579879664	3.92353285890827	-2.90049500379133	0.00372660960398915	0.576633978775803	-2.1325947447073
chr10_108094833_108095233	chr10	108094833	108095233	0.835082841059039	4.08457787570216	2.89953536118559	0.00373803533520153	0.576633978775803	-2.05804675090589
chr1_174042205_174042605	chr1	174042205	174042605	0.798665689584205	4.13647200148701	2.89923181395329	0.00374165606375662	0.576633978775803	-2.03327929180721
chr8_51735196_51735596	chr8	51735196	51735596	-1.10264797195798	3.76782189609533	-2.89920611645174	0.00374196273132263	0.576633978775803	-2.30492712787767
chr6_146309597_146309997	chr6	146309597	146309997	0.734435608668249	4.27614142600338	2.8901062538124	0.00385200585878092	0.58711568176333	-2.01862899311633
chr3_51626343_51626743	chr3	51626343	51626743	0.85412650145571	4.07810685259612	2.88941816475639	0.00386044519789374	0.58711568176333	-2.09757071965836
chr4_72542819_72543219	chr4	72542819	72543219	-0.871217532417072	4.00504293157352	-2.8828115741805	0.00394233335490581	0.588614600769542	-2.1272747609571
chr8_13045982_13046382	chr8	13045982	13046382	0.834136603781464	4.13289923124303	2.88085205409202	0.00396692299775603	0.588614600769542	-2.10381729799027
chr14_53362150_53362550	chr14	53362150	53362550	0.851407869269276	4.09779110631507	2.87848353927415	0.00399683090437689	0.588614600769542	-2.12253508024344
chr9_32979690_32980090	chr9	32979690	32980090	0.983904536580587	3.9628236688359	2.87774169477199	0.00400624040102825	0.588614600769542	-2.23813889780616
chr11_77893933_77894333	chr11	77893933	77894333	-1.1817391142484	3.60776036827206	-2.87645699525946	0.00402258301150395	0.588614600769542	-2.44085790553071
chr6_100315252_100315652	chr6	100315252	100315652	0.801395579277123	4.12010518443667	2.87564312132426	0.00403296756029425	0.588614600769542	-2.09395101625307
chr13_91747846_91748246	chr13	91747846	91748246	-0.84619363439452	4.0083651221644	-2.87451721394841	0.00404737359246752	0.588614600769542	-2.12838113996784
chr1_92229508_92229908	chr1	92229508	92229908	0.768383065883416	4.2148919755119	2.85956357444037	0.00424318661174694	0.603038862078383	-2.1132649516821
chr16_9321306_9321706	chr16	9321306	9321706	0.858433123860998	3.95826558822093	2.85685028681314	0.00427962367288193	0.603038862078383	-2.18096604549448
chr13_66601539_66601939	chr13	66601539	66601939	-0.846752720985285	4.01338049882631	-2.85206751711934	0.004344543598272	0.603038862078383	-2.18383563079069
chr4_60109691_60110091	chr4	60109691	60110091	1.00372328205704	3.95263314577403	2.8520447137521	0.00434485525159412	0.603038862078383	-2.31820062571942
chr13_66781106_66781506	chr13	66781106	66781506	0.819037901961963	4.12055094672555	2.8512018810624	0.00435638846327052	0.603038862078383	-2.16610476264864
chr12_106671989_106672389	chr12	106671989	106672389	0.818059342128207	4.05941100815499	2.84810061897557	0.00439906505695721	0.603038862078383	-2.17301702966619
chr2_147324533_147324933	chr2	147324533	147324933	0.883073346729889	3.98294834196203	2.84610685893358	0.00442670101703215	0.603038862078383	-2.22633252486973
chr14_87714874_87715274	chr14	87714874	87715274	0.857775479639587	4.02474807623013	2.8412793407112	0.00449426922679392	0.603038862078383	-2.21831442279446
chr9_102767067_102767467	chr9	102767067	102767467	-1.21856562087014	3.77756449021718	-2.84086065947241	0.00450017309717091	0.603038862078383	-2.55972368895418
chr6_91960211_91960611	chr6	91960211	91960611	-0.93885617301087	3.95853557384718	-2.84030838938668	0.00450797146583695	0.603038862078383	-2.28700557867544
chr8_115524824_115525224	chr8	115524824	115525224	0.759699956790504	4.20541458529782	2.8398888821965	0.00451390332668777	0.603038862078383	-2.15680260917365
chr8_75786669_75787069	chr8	75786669	75787069	0.893703097205917	3.95700428076899	2.83902680590624	0.00452611534783691	0.603038862078383	-2.25197289858014
chr3_153762621_153763021	chr3	153762621	153763021	-0.775043596668482	4.13720647275567	-2.83861452031212	0.0045319662863298	0.603038862078383	-2.16870865560982
chr9_90275549_90275949	chr9	90275549	90275949	-0.85843512483046	4.03400284492618	-2.83626729974623	0.00456540753527199	0.603038862078383	-2.23093645898561
chr6_118154492_118154892	chr6	118154492	118154892	0.826935435233357	4.00584505868105	2.83309972444703	0.00461089084930652	0.603038862078383	-2.21567599602504
chr2_152457518_152457918	chr2	152457518	152457918	1.01906583920437	3.85846741268763	2.83281125903608	0.00461505325270426	0.603038862078383	-2.3779729839982
chr7_45288628_45289028	chr7	45288628	45289028	-0.827029719293271	3.9975057155717	-2.82983783552429	0.00465815691654849	0.603038862078383	-2.22364187726272
chr6_136485833_136486233	chr6	136485833	136486233	-0.905556031615391	3.96571083061716	-2.82673275094778	0.00470355795800513	0.603038862078383	-2.29111780074673
chr14_27020944_27021344	chr14	27020944	27021344	0.744084629496019	4.23694547120059	2.82581002708181	0.00471712657710777	0.603038862078383	-2.18294594792984
chr4_140604675_140605075	chr4	140604675	140605075	0.866880571120638	4.02535020144085	2.82477124179572	0.00473244426541388	0.603038862078383	-2.26503812904439
chr17_16997086_16997486	chr17	16997086	16997486	-0.748997004441622	4.15516830052358	-2.82468282686	0.0047337500885525	0.603038862078383	-2.18823561042042
chr7_65711952_65712352	chr7	65711952	65712352	0.84347950800483	4.05552571122608	2.82402873089878	0.00474342073761296	0.603038862078383	-2.2493689976719
chr12_81175305_81175705	chr12	81175305	81175705	0.73901630984117	4.23421176653316	2.82172689843158	0.00477759512556706	0.603038862078383	-2.19035717253674
chr2_132939048_132939448	chr2	132939048	132939448	-0.646762488481852	4.42080940373664	-2.82143495036052	0.00478194544791686	0.603038862078383	-2.15781176237612
chr13_56306775_56307175	chr13	56306775	56307175	0.648478961302276	4.37518118995666	2.82026810854613	0.00479936839384915	0.603038862078383	-2.16104468062174
